job_title;level;min_salary;max_salary;job_requirement;job_description;employer;published_at;employer_rating
python-разработчик;;;450000.0;Python;Python-разработчик (удаленно/релокация/гибрид) Ищем человека на позицию Python-разработчика для известной продуктовой IT-компании. Можно писать только на Python или дополнительно погружаться в Go-разработку – все зависит от ваших желаний и выбранной команды Сейчас активны проекты по разработке платформы для обучения / поисковой системы / облачного хранилища / софта для беспилотников / платформы для онлайн-игр и другие. Обязанности:  Участвовать в развитии и запуске продуктов на Python Писать код на Python, который легко читать, поддерживать и развивать  Требования:  От 3 лет коммерческого опыта на Python – для позиции middle, от 4-5 лет для позиции Senior + есть роль Python Lead Желательно профильное образование  Условия:  Гибридный формат работы в РФ или зарубежом. Индивидуально готовы обсуждать полную удаленку. Хороший социальный пакет (ДМС, компенсация обедов, фитнеса) Возможность влиять на процесс и результат Сильная команда, с которой можно расти Профессиональное развитие: митапы, тренинги, мастер-классы, участие в конференциях. ;getmatch;2023-06-05;
middle разработчик python / django;middle;60000.0;140000;PostgreSQL,Django Framework,MySQL,Redis,MongoDB,Flask,Scrum,REST,Kubernetes,Docker,InfluxDB,Jenkins,Git;"В нашу компанию требуется хороший человек - и при этом Python-разработчик :) Среди задач - миграция имеющейся кодовой базы в Kubernetes, развитие существующих проектов и разработка новых микросервисов. Мы специализируемся на дистрибуции десктопного софта в странах СНГ и создании массовых онлайн-сервисов, занимаем на этом рынке лидирующие позиции. Наша вакансия для людей с опытом. Широкая вилка оклада обусловлена тем, что на задачи в текущих проектах требуется несколько разработчиков - и мы готовы рассматривать кандидатов разного уровня. Кратко. Python, full-time, гибкий график, удалённая работа. Гарантируем крутой рабочий процесс, помощь в освоении нового, интересные задачи и, конечно, достойную оплату. Необходимые навыки:  уверенно владеть Python 3, понимать отличия от Python 2; иметь опыт работы с Django и Flask в production; хорошо знать MySQL, иметь опыт оптимизации запросов; уметь разбираться в чужом коде  Будет плюсом:  опыт работы с Django Rest Framework; навык написания тестов с использованием unittest/pytest, mock; опыт работы в production с MongoDB, Redis, InfluxDB; опыт CI для Python приложений (Docker, Jenkins); опыт c Kubernetes - большая часть нашего кода уже там.  Условия:  Конкурентный уровень дохода, при full-time. Определяется вашими начальными навыками. Удалённая работа. Гибкий график. Вы сможете разбить свой день на удобные интервалы работы и работать в привычной обстановке. Работа в мини-команде: напарники-питонеры, системный администратор, напарник-фронтендер, тимлид. Забудьте о соло-разработке или бюрократии:) Чтобы избежать недопонимания - это часть коллектива в ~30 человек; Умеем и любим работать с людьми. Это значит, что мы поможем вам последовательно прокачать недостающие компетенции путём наставничества и правильного менеджмента. А если вы уже изначально PRO для наших типовых задач, то создадим условия для дальнейшего роста - как технического, так и административного. У нас интересные проекты.  Бонусы:  Премии за успешное выполнение стратегически важных этапов. Участие в востребованном и качественно реализованном проекте с отлаженной инфраструктурой и современными инструментами разработки. Дружный и технически грамотный коллектив. Выверенный годами баланс между дисциплиной и свободой. ещё один пункт про нашу команду — она у нас классная  Дополнительные инструкции: Мы будем признательны, если к отклику вы приложите:  небольшой рассказ о себе в свободной форме: напишите об интересах в программировании (или работе в целом) и о том, что зацепило в нашей вакансии; примеры своего кода: GitHub, Bitbucket, ссылка на облако или как-то иначе.  P.S. У нас открыты и другие вакансии для разработчиков, смотрите профиль компании.";РА Дельта;2023-06-08;
senior python developer;senior;300000.0;400000;Linux,Python,Debian;«АйТи Бастион» – российский разработчик системы контроля действий привилегированных пользователей СКДПУ НТ. Компания входит в реестр аккредитованных ИТ-компаний, на рынке с 2014 года. У нас более 180 реализованных проектов, 100 + партнеров-интеграторов, продукты компании включены в Реестр отечественного ПО https://it-bastion.com В первую очередь мы занимаемся разработкой, развитием и поддержкой комплексного продукта СКДПУ НТ. Система позволяет организовать защищенный удаленный доступ, проводить анализ и мониторинг активностей в рамках сессий удаленного доступа. СКДПУ НТ относится к классу продуктов PAM (Privileged Access Management) В настоящее время мы ищем в свою команду Senior Python Developer для разработки ПО в области ИБ Обязанности: - Специфическая обработка протоколов удаленного доступа и передачи файлов, специализированная балансировка нагрузки. - Реализация различных методов обработки передаваемых и накопленных данных. - Задачи по интеграции существующих компонент, автоматизации пользовательских сценариев. - Участие в проектировании и реализации коробочного продукта в области информационной безопасности. - Code review, описание тест-сценариев. Требования:  - Имеется опыт разработки и сопровождения продуктов на платформе Linux с применением Python, Redis, MQ-сервисов, понимание вопросов развертывания, обновления, масштабирования на нагрузку и надежность. - Есть опыт работы с системными настройками Linux, стандартными сетевыми протоколами и сервисами (напр. Radius, HTTP(s), SMTP, LDAP, DNS), в т.ч. без применения контейнеризации. - Опыт разработки и эксплуатации решений класса Embedded linux в плюс. - Умение решать задачи самостоятельно, предлагать собственные варианты решения. - Архитектурное видение, проработка задач по крупным компонентам, взаимодействие в проектной команде. Бонусы: - Официальное трудоустройство согласно ТК РФ. - Возможность работать удаленно. - При желании можно работать в гибридном формате (офис в районе метро Ленинский проспект). - Белая заработная плата согласно договору от 300 до 400 (NET) т.р., выплата дважды в месяц. - Гибкий рабочий график: с 10–00 до 18–30 (в том числе 30-минутный перерыв на обед) по Москве, Пн-Пт. - Квартальные и индивидуальные премии. - Бонусы для лучших сотрудников по итогу работы за год. - Компенсация ДМС после окончания ИС. - Корпоративная скидка на обучение в онлайн-школе английского языка после окончания ИС. - Частичная или полная оплата фитнес-клуба после окончания ИС. - Оплачиваемые обучения в сфере ИБ и ИТ. - Корпоративные мероприятия. - Возможность профессионального и карьерного роста.;АйТи БАСТИОН;2023-06-09;
с++ developer (python);;150000.0;;Python,C++;"Привет, дорогой соискатель и надеемся, что в скором коллега ;)Наша компания сейчас находится в поисках не только крутого специалиста, но и ценного партнера :) Что мы делаем? ПО для борьбы с преступностью. А если точнее? Благодаря нашему продукту мы предотвращаем теракты, боремся с наркоторговлей, торговлей людьми, помогаем ловить опасных преступников, а еще раскрывать сложные и запутанные преступления. Почему мы выбрали такое необычное направление? Мы искренне верим, что этот мир можно сделать чище и спокойнее для жизни. Для этого каждый сотрудник в компании прилагает все усилия для укрепления и развития нашей продуктовой линейки.   Какие у тебя будут обязанности:   Реализация и поддержка функционала на C++ по извлечению и расшифровыванию данных из мобильных устройств на основе Python прототипов.   Работа над внутренней архитектурой программы и вспомогательными библиотеками.   Написание автоматических/автоматизированных тестов к добавляемому коду.   Будет плюсом:   Участие в исследованиях, направленных на извлечение и расшифровывание данных из мобильных устройств.   Каким мы представляем нашего будущего коллегу:   С опытом программирования на С++.   С опытом программирования на Python.   С опытом работы с алгоритмами шифрования и хеширования данных.   Что мы предлагаем по условиям?  Получить (наконец) адекватное руководство - от непосредственного руководителя до директора компании, которые никогда не оставят в беде и сделают все что в их силах, что бы помочь. Комфортно работать и достойно зарабатывать. Пссс… У нас хочется остаться подольше. ;) ДМС после 6 месяцев работы. Обучение за счет компании. Каждый месяц компания предоставляет 1 дополнительный день оплаченного выходного. ;) Гибридный формат работы. Ты сам выбираешь работать в комфортном офисе или же работать из дома.  Мы не только понимаем, но и считаем, что каждый сотрудник — личность, а не инструмент и к каждому нужен индивидуальный подход. Ждем нашей с тобой встречи, дорогой друг!";МКО Системы;2023-06-09;
разработчик python,  удаленно;;200000.0;350000;;Обязанности:  Разрабатывать и поддерживать облачную платформу Автоматизировать процессы, связанные с жизненным циклом компонентов инфраструктуры  Требования:   Высшее техническое образование Английский (Pre-intermediate ) Уверенный пользователь ПК   Отличные познания MS Office (power point / excel) Не важно работы с Python 3.6 - 3.8 - разработки систем с трудозатратами не менее 1000 чел-дней - работы с фреймворком Django/Flask - использования основных методологий разработка (Agile, DevOps и т.п.) - взаимодействия с командной разработки (с использованием Confluence, Jira) - написания unit-тестов - работы с PostgreSQL - работы с Docker - проектирования и развития REST API - работы с системой управления версиями ПО GIT15:25 Ответственность, целеустремленность Желателен опыт в отрасли: Облачные технологии It-сфера   Условия:   Рабочий день: 5/2 Режим работы: с 9-00 до 18-00 Оформление на работу: ТК РФ Продолжительность испытательного срока: 3 (три) месяца Оклад: 200 000 – 350 000 (двести – триста пятьдесят тысяч) рублей в месяц (Гросс) по итогам собеседования ДМС после испытательного срока  Офис 5 минут от м. Бауманская / возможна дистанционная работа Демократичная культура и открытое руководство ;Кадровый центр Президент;2023-06-05;
python developer;;180000.0;380000;Python,Flask,SQL,NoSQL;Привет! Давай вкратце: мы ищем опытного Python разработчика в крутую IT компанию, которая разрабатывает различные highload решения для крупных клиентов уровня enterprise. Возможна удаленка из любого города по стране.Требования:  Опыт разработки на Python от 4-х лет и выше Отличное владение основным языком и Flask, знание aсинxрoнных фрeймворков Опыт с реляционными и нереляционными БД Умение работать в команде, самостоятельность  Задачи:  Разработка и поддержка highload платформы Работа в команде Code Review  Условия:  Работа в аккредитованной компании со всеми IT привилегиями Можно работать удаленно Официальное оформление и все социальные гарантии Белая ЗП + премии Расширенное ДМС Курсы и обучалкиДавай обсудим детали в звонке! ;HR Prime;2023-06-06;
стажер data engineer;intern;;50000.0;SQL,Python,ETL,Работа с большим объемом информации;"Учи.ру (UCHi.RU) — группа компаний и одноименная образовательная онлайн-платформа. На Учи.ру более 12 млн учеников 1-11 классов изучают школьные и внешкольные предметы в интерактивной̆ форме по индивидуальной траектории, готовятся к ВПР, ОГЭ, ЕГЭ, участвуют в олимпиадах. Учи.ру входит в топ-30 самых дорогих компаний Рунета по версии Forbes и обладает самой большой аудиторией в школьном сегменте российского EdTech-рынка. В стенах Учи.ру собрана сильнейшая команда выпускников ведущих вузов и лучших специалистов из топовых компаний России и мира. Сейчас мы находимся в поиске стажера Data Engineering в наше направление Дата-платформы. ЧЕМ НАДО БУДЕТ ЗАНИМАТЬСЯ:  участие в проектах по автоматизации сбора и анализа данных из различных источников; обработка и парсинг &quot;сырых&quot; данных; обеспечение процесса ETL/ELT;  сопровождение хранилища данных.   МЫ ОЖИДАЕМ, ЧТО ТЫ:  имеешь высшее техническое или математическое образование (МФТИ, РЭШ, МГТУ им. Баумана, НИУ ВШЭ, МГУ), рассмотрим кандидатов с оконченными профильными курсами; имеешь учебный опыт в SQL любого диалекта и Python; обладаешь опытом аналитике данных, прошел курсы по data-аналитике, DE или ML; настроен учиться, узнавать новое, имеешь проактивную позицию.  МЫ ПРЕДЛАГАЕМ:  интересную работу в развивающейся компании; обучение в процессе работы под руководством опытного дата-инженера; только облако, никакого железа ⁃ есть кластера Kubernetes, Spark, Airflow, Clickhouse и прочие интересные штуки из мира бигдаты. работа в команде профессионалов; достойную компенсацию труда и знаний; оформление с первого дня стажировки; гибридный/удаленный формат работы. ";Uchi.ru;2023-06-07;
data scientist;;;380000.0;SQL,Python,Информационные технологии,Работа с базами данных,Математический анализ,NumPy,Математическая статистика,XGBoost,NLP,Natural language processing,data science,Нейронные сети;Ищем специалиста по Data Science, чтобы строить и улучшать модели машинного обучения, которые помогут усовершенствовать наш продукт и внутренние процессы. Мы — финтех-компания, создаём онлайн-банк и другие сервисы для предпринимателей и предприятий. Как мы работаем    У нас микросервисная архитектура. Команды работают с последними технологиями, областями вроде машинного обучения и big data, а также свободны в принятии технических и продуктовых решений.   Заботимся о качестве кода: проводим ревью, всё покрываем тестами и даём обратную связь.   Что нужно делать    Придумывать и проверять гипотезы, которые позволят улучшить и оптимизировать внутренние процессы в Точке. Будешь доставать данные из баз и других источников, приводить их к нужному виду, анализировать и строить модели. Тебе предстоит планировать и ставить эксперименты, анализировать результаты и их статистическую значимость.   Решать много NLP задач — классификация обращений, прогноз нагрузки, подсказки клиентам, прогнозирование темы обращения и многое другое.   Ты подойдёшь, если   Знаешь Python, умеешь обрабатывать данные с помощью pandas, NumPy и Plotly.   Есть опыт работы с SQL.   Есть опыт работы с методами машинного обучения и основными инструментами data science: Scikit-learn, XGBoost, CatBoost.   Разбираешься в математической статистике, теории вероятности и знаешь, как проводить A/B тестирования.   Есть опыт работы с нейронными сетями, понимаешь их принципы.   Будет плюсом, если   Умеешь вводить модели машинного обучения в работу production.   Есть опыт управления командой и проектами.   Что ждёт тебя в Точке   Официальная зарплата от 180 000 ₽. Точная сумма зависит от твоих навыков и ожиданий — обсудим их на собеседовании.   Пятидневная рабочая неделя с гибким началом и окончанием дня.   Удалёнка или любой офис Точки в городах присутствия. Наши офисы — это продуманные опенспейсы, где есть индивидуальные места для работы, зоны отдыха и кухни с кофе и перекусами. Ты можешь самостоятельно выбрать, где работать — ходить в офис необязательно.   Понятная система развития и роста по грейдам.   Бесплатное обучение: ты сможешь ездить на IT-конференции, митапы и хакатоны и проходить курсы за счёт компании. А ещё пользоваться нашей библиотекой и платформой с онлайн-курсами.   Бесплатная страховка здоровья со стоматологией и корпоративный психолог.   Активная корпоративная жизнь: мы проводим спортивные марафоны, гастрономические вечера, музыкальные лайвы и многое другое.     Мы ценим твоё время, поэтому не затягиваем процесс собеседования и сделаем пре-оффер в течение 24 часов.;Точка;2023-06-09;
дата-инженер;;60000.0;120000;Работа с большим объемом информации,Высокая энергичность и инициативность,Знание программ,Ответственный подход к работе,ETL,SQL,Python,Анализ данных,Быстрое обучение,Аналитические навыки,Работа в условиях многозадачности,Работа с базами данных,Pandas,NIFI;"Обязанности:   Организация транспортировки, обработки и хранения данных (выстраивание data-pipelines);   Оптимизация ETL-процессов;   Участие в разработке витрин данных  Сбор и обработка больших объемов данных, загрузка их в модель для анализа Организация их хранения и дальнейшее использование в бизнесе  Требования:     Знания SQL (написание сложных запросов с помощью диалекта PostgreSQL);   Опыт оптимизации SQL запросов;   Опыт работы с python (библиотеки pandas, sqlalchemy);   Аналитический склад ума;   Коммуникабельность, стрессоустойчивость, быстрая обучаемость;   Опыт работы   Организация транспортировки, обработки и хранения данных (выстраивание data-pipelines);   Оптимизация ETL-процессов;   Участие в разработке витрин данных   Исполнительность и честность.   Условия:  Полное соблюдение ТК РФ; Возможность удаленной работы; Гибкий график; Возможность корпоративного обучения; Возможность профессионального и карьерного роста; Молодой дружный коллектив;  Развитая корпоративная культура.   Работа в аккредитованной ИТ-компании  ";Дельта Джи;2023-06-09;
python-разработчик в r&d отдел;;100000.0;150000;ООП,HTTP,Python,Git;Обязанности:  Написание чистого, понятного кода Реализация сетевых клиентов и протоколов по документации Взаимодействие с исследователями Покрытие тестами Написание документации Ведение репозитория (версионирование, релизы, поддержка)    Требования:  Уверенное знание Python3 Умение использовать ООП Знание сетевых протоколов разного уровня (TCP, UDP, HTTP, WebSocket, etc) и способов сериализации (struct, protobuf, json, etc) Опыт многопоточной и асинхронной разработки (threading, asyncio), знание примитивов синхронизации Умение покрывать свой код автотестами (pytest, tox, mock) и пользоваться линтерами (flake8, pylint, mypy) Умение работать с системами контроля версий (Git)    Как преимущество:  Опыт реверс-инжиниринга и анализа трафика Понимание основ криптографии ;Селфсек;2023-06-09;
python-разработчик систем сбора;;100000.0;150000;Git,Linux,ООП,Python;Обязанности:  Написание чистого, понятного кода Реализация систем сбора Анализ и исправление ошибок Сопровождение запуска и эксплуатации сборщиков в продакшене    Требования:  Уверенное знание Python3 Опыт разработки систем сбора Опыт многопоточной и асинхронной разработки (threading, asyncio), знание примитивов синхронизации, умение масштабировать код Опыт обхода ограничений (баны, лимиты, каптча) Знание систем обмена сообщениями (kafka, rabbitmq) Опыт работы с сериализаторами (marshmallow, pydantic или аналогичные) Опыт работы с ОС семейства Linux, контейнерами, умение запустить свой код Умение работать с системами контроля версий (Git)    Как преимущество:  Опыт работы с scrapy Опыт работы с распределенными системами координации (etcd, zookeeper) Опыт работы с системами управления конфигурацией (ansible, chef, puppet или аналогичные) Умение покрывать свой код автотестами (pytest, tox, mock) и пользоваться линтерами (flake8, pylint, mypy) Умение использовать ООП   ;Селфсек;2023-06-09;
middle+ backend разработчик python/django;middle;190000.0;220000;Python,Django Framework,Docker,ClickHouse,RabbitMQ,Django,Celery,MySQL,PostgreSQL;"  Приглашаем присоединиться к команде Школы программистов. Школа обучает детей на собственной LMS: наша платформа автоматизирует образовательные процессы от поступления до выдачи выпускного свидетельства. Мы научили программированию уже 100 000 учеников. Сейчас мы расширяем команду и ищем Middle+ Backend разработчик Python/Django. Чем предстоит заниматься:  писать много кода на python, django и асинхронных фреймворках; поддерживать существующую логику, переносить её на сервисную архитектуру; бороться с легаси, участвовать в проектировании архитектуры; писать unit-тесты; проводить код ревью.  Что мы ждём от тебя:  умение писать код на Python, оценивать качество, рефакторить; опыт работы с Django, или с другим фреймворком (Flask, starlette, aiohttp); умение писать эффективные запросы к Mysql/PostgreSQL; отсутствие боязни html/css/js; понимание SOLID, DRY, умение писать чистый код.  Плюсом будет опыт работы с:  golang; ansible; docker / docker-compose; gitlab-ci, teamcity или другими ci системами; Celery, Rabbitmq, Nats, Apache Kafka…; elasticsearch, redis, clickhouse, mongo; grpc; vue/react.  Мы рады предложить тебе:   Профессиональный рост, систему грейдов с переоценкой уровня каждые полгода;   Работу в коллективе с неформальным стилем общения;   Минимум совещаний и митингов;   Гибкое начало рабочего дня;   Гибридный график работы;   Оплачиваемый отпуск 28 дней в год.   В нашей компании предусмотрены следующие этапы подбора:  скрининг интервью; тестовое задание; техническое собеседование; знакомство с СТО. ";ЧУ ДО Московская школа программистов;2023-06-09;
middle backend разработчик (python + golang);middle;200000.0;285000;Python,Linux,Flask,Git,PostgreSQL,REST,HTTP,WebSocket,FastAPI,Sanic,AIOHTTP,SQL,Bash,Docker,Golang,Django Framework;"Tevian – российский разработчик систем компьютерного зрения и видеоаналитики, является резидентом Сколково. Мы занимаемся разработкой систем распознавания лиц, машин, номерных знаков и документов, видеоаналитики для ритейла с использованием самых современных технологий. Наши решения основаны на искусственном интеллекте и нейронных сетях, а алгоритмы распознавания лиц входят в число лучших в мире. Многие известные компании, работающие в области видеонаблюдения, систем контроля доступа и робототехники лицензируют наши разработки, применяя их для анализа видео с сотен тысяч камер. Мы активно развиваемся и ищем коллегу - Backend разработчика для развития продуктов и решения интересных задач в области Computer Vision. Круг задач:  разработка новых сервисов компьютерного зрения с применением нейронных сетей; интеграция продуктов компании с системами партнеров; поддержка и развитие существующих web-систем и сервисов.  Наши ожидания:  уверенное знание Python 3.8+ (middle); уверенное знание Golang 1.20+ (middle); понимание конкурентного и/или параллельного кода (asyncio, multiprocessing, multithreading); опыт проектирования REST API; знание одного из фреймворков: Django, Flask, AIOHTTP, Sanic, FastAPI; уверенная работа с PostgreSQL; разработка и деплой с использованием Docker; работа в среде Linux; уверенное знание Git; владение английским языком — понимание технической документации; высшее техническое образование.  Будут плюсом:  опыт работы с изображениями (Pillow, OpenCV, Numpy); опыт запуска нейронных сетей (ONNX Runtime, TensorRT, MXNet, PyTorch); опыт работы с GitLab, написание базовых GitLab CI скриптов; опыт работы с RabbitMQ, Redis, etcd, S3; опыт работы с NoSQL базами (Cassandra, Scylla); навык работы с OpenAPI/Swagger.  Мы предлагаем:  заработную плату от 200 000 до 285 000 до вычета НДФЛ; комфортное рабочее место в новом офисе в ЖК «Садовые кварталы», 5 минут от м. Фрунзенская; оформление по ТК РФ (“белая” заработная плата); работу в аккредитованной IT компании; гибкий график 5/2, плавающее начало дня, возможны гибрид и удалёнка; оплачиваемые обеды (карты питания); ДМС со стоматологией с начала работы в компании; молодой коллектив выпускников ВМК МГУ, включающий финалистов международных олимпиад по программированию;  чай, кофе, печенье и прочие вкусности на кухне;  гибкость, отсутствие бюрократии, прямой контакт с руководством. ";Tevian (ООО Технологии видеоанализа);2023-06-08;
python-разработчик (junior);junior;60000.0;80000;Python,Git,PostgreSQL;Мы - небольшой частный инвестиционный фонд, который занимается роботизированным квант-трейдингом (к “квантовой физике” и “квантовым компьютерам” это отношения не имеет, загуглите) на рынке криптовалют с применением нейросетей. Сейчас в нашу команду мы готовы принять начинающего Python-разработчика, не имеющего большого практического опыта, но обладающего большим потенциалом. Мы ищем амбициозных ребят, которые хотят быть на пике технологий и чувствуют в себе достаточно сил, чтобы справляться со сложными задачами. Для нас важно, чтобы ты обладал необходимым для нашей работы пулом знаний, желанием всецело и глубоко погрузиться в тему и стремлением к постоянному развитию, несмотря на возникающие сложности. Если ты чувствуешь, что все это про тебя, то присоединяйся! Что мы предлагаем:   Быстрое развитие карьеры Python-разработчика   Интересные и нетривиальные задачи   Работу в трендовой и стремительно развивающейся сфере с использованием трендовых технологий   Полностью удаленную работу, но на полный рабочий день   Что нужно от тебя:   Профильное высшее образование   Знание языка Python   Опыт работы с PostgreSQL   Знание основ работы с Git и Docker   Знание английского языка на уровне B2 и выше   Хорошее представление об асинхронном программировании   Желание расти и развиваться, чтобы стать крутым специалистом в своей сфере   Что ты будешь делать:    Разрабатывать алгоритмы торговых ботов и анализировать их эффективность   Работать с API различных криптовалютных бирж   Работать над оптимизацией скорости обработки данных и выставления ордеров на биржах   Изучать появляющиеся трендовые технологии и использовать их на практике   Если ты хочешь участвовать в действительно интересных проектах и быть на пике тренда, присоединяйся к нашей команде!;Щербин Алексей Сергеевич;2023-06-02;
data engineer (middle+);middle;;400000.0;Python,Spark,Hadoop,Docker,Kubernetes;"Наши продукты - AI/ML-решения для крупных банков, ритейла и промышленности: системы предсказания спроса, сервисы персонализации и рекомендательные системы, поисковые системы для крупных ритейлеров и банков. Мы ищем data engineer&#39;а для усиления нашего направления разработки систем прогнозирования спроса на товары в крупнейшем ритейле. Задачи:   Наполнение витрин данных из разнообразных/разнородных источников;   Интеграции с внешними системами сбора данных, выгрузки во внешние системы;   Реализация логики расчетов данных, агрегации больших данных в меньшие.   Минимальные требования:  Уверенные знания Python 3+ (структуры данных, алгоритмы, концепции языка); Уверенные знания SQL: агрегации, джойны, вложенные запросы, индексы, оптимизации запросов; Опыт работы с Hadoop, Spark; Опыт разворачивания, настройки мониторинга и передача на поддержку разработанных решений.  На что ещё смотрим:  Опыт работы с Airflow и другими подобными инструментами для запуска регулярных задач; Опыт Devops (Docker, Kubernetes, Gitlab-CI, настройка окружения на серверах и др.); Опыт разработки сервисов (Flask, Django, Asyncio и др.); Опыт проектирования высоконагруженных приложений и/или приложений работы с большими данными; Будет плюсом опыт использования машинного обучения.  У нас:  Участие в быстром росте компании, работающей на перспективном AI рынке;  Возможность удаленной работы в любой точки мира или офис МСК;  Совместная работа с опытными разработчиками, аналитиками данных, менеджерами, продуктологами; Гибкий график работы; Оформление ТК РФ или ГПХ (вне рф); ДМС (включая стоматологию) после прохождения испытательного срока; Уютный офис в центре Москвы (2 минуты от м. Сухаревская) со всем необходимым для комфортной работы.  Особенно актуальное:  Мы аккредитованная ИТ-компания со всеми вытекающими льготами. ";Мамаева Ирина Анатольевна;2023-06-08;
